GDAX_id,buy/sell,datetime,fiat_balance,price,product_id,quantity,status
d5e22cfa-2bbe-4858-a68f-a8bb575442df,LTC-USD,2018-06-13 19:49:26,buy,93.24,1.435795824366984,pending,1338.7360266397756000
